mol,Target,Name,Degradation Identification new 1,Article_DOI,handle1,handle2,linker,atoms_NAF,Compound ID,Uniprot,E3 Ligase,Uniprot_E3,E3_PDB,Closest_E3,target_PDB,Closest_target,DC50_nM_,Dmax_prc_,Assay_DC50_Dmax_,Percent_degradation_prc_,Assay_Percent_degradation_,IC50_nM_Protac_to_Target_,Assay_Protac_to_Target_IC50_,EC50_nM_Protac_to_Target_,Assay_Protac_to_Target_EC50_,Kd_nM_Protac_to_Target_,Assay_Protac_to_Target_Kd_,Ki_nM_Protac_to_Target_,Assay_Protac_to_Target_Ki_,delta_G_kcal_mol_Protac_to_Target_,delta_H_kcal_mol_Protac_to_Target_,Tdelta_S_kcal_mol_Protac_to_Target_,Assay_Protac_to_Target_G_H_TS_,kon_1_Ms_Protac_to_Target_,koff_1_s_Protac_to_Target_,t1_2_s_Protac_to_Target_,Assay_Protac_to_Target_kon_koff_t1_2_,IC50_nM_Protac_to_E3_,Assay_Protac_to_E3_IC50_,EC50_nM_Protac_to_E3_,Assay_Protac_to_E3_EC50_,Kd_nM_Protac_to_E3_,Assay_Protac_to_E3_Kd_,Ki_nM_Protac_to_E3_,Assay_Protac_to_E3_Ki_,delta_G_kcal_mol_Protac_to_E3_,delta_H_kcal_mol_Protac_to_E3_,Tdelta_S_kcal_mol_Protac_to_E3_,Assay_Protac_to_E3_G_H_TS_,kon_1_Ms_Protac_to_E3_,koff_1_s_Protac_to_E3_,t1_2_s_Protac_to_E3_,Assay_Protac_to_E3_kon_koff_t1_2_,IC50_nM_Ternary_complex_,Assay_Ternary_complex_IC50_,EC50_nM_Ternary_complex_,Assay_Ternary_complex_EC50_,Kd_nM_Ternary_complex_,Assay_Ternary_complex_Kd_,Ki_nM_Ternary_complex_,Assay_Ternary_complex_Ki_,delta_G_kcal_mol_Ternary_complex_,delta_H_kcal_mol_Ternary_complex_,Tdelta_S_kcal_mol_Ternary_complex_,Assay_Ternary_complex_G_H_TS_,kon_1_Ms_Ternary_complex_,koff_1_s_Ternary_complex_,t1_2_s_Ternary_complex_,Assay_Ternary_complex_kon_koff_t1_2_,IC50_nM_Cellular_activities_,Assay_Cellular_activities_IC50_,EC50_nM_Cellular_activities_,Assay_Cellular_activities_EC50_,GI50_nM_Cellular_activities_,Assay_Cellular_activities_GI50_,ED50_nM_Cellular_activities_,Assay_Cellular_activities_ED50_,GR50_nM_Cellular_activities_,Assay_Cellular_activities_GR50_,PAMPA_Papp_nm_s_Permeability_,Assay_Permeability_PAMPA_Papp_,Caco_2_A2B_Papp_nm_s_Permeability_,Assay_Permeability_Caco_2_A2B_Papp_,Caco_2_B2A_Papp_nm_s_Permeability_,Assay_Permeability_Caco_2_B2A_Papp_,Molecular_Weight,Exact_Mass,XLogP3,Heavy_Atom_Count,Ring_Count,Hydrogen_Bond_Acceptor_Count,Hydrogen_Bond_Donor_Count,Rotatable_Bond_Count,Topological_Polar_Surface_Area,Molecular_Formula,InChI,InChI_Key
Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](CC(NCCCCCCCCNC(COc3cccc4C(N(C5CCC(NC5=O)=O)C(c34)=O)=O)=O)=O)c3nnc(C)n3c2sc1C,BRD4,dBET6,Good,10.1021/acschembio.1c00376,C1CC(NC(C1N1C(c2ccccc2C1=O)=O)=O)=O,Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](C)c3nnc(C)n3c2sc1C,C(CCCCNC(CO)=O)CCCNC=O,1,83,O60885,CRBN,Q96SW2,7BQU,7BQU,"4C67,6YQN",6YQN,6,97,Degradation of BRD4 in HEK293T cells after 3 h treatment,,,,,,,46,Kd of BRD4 BD1 was assessed by FP,,,,,,,,,,,,,,,264,FP,,,,,,,,,,,,,,,33,Kd was tested by AlphaLISA assay,,,,,,,,,,,,,,,,,,,,,,,,,,,841.391,840.2820445,5.02,59,7,12,3,16,194.05,C42H45ClN8O7S,"InChI=1S/C42H45ClN8O7S/c1-23-24(2)59-42-35(23)37(26-13-15-27(43)16-14-26)46-29(38-49-48-25(3)50(38)42)21-33(53)44-19-8-6-4-5-7-9-20-45-34(54)22-58-31-12-10-11-28-36(31)41(57)51(40(28)56)30-17-18-32(52)47-39(30)55/h10-16,29-30H,4-9,17-22H2,1-3H3,(H,44,53)(H,45,54)(H,47,52,55)/t29-,30?/m0/s1",JGQPZPLJOBHHBK-UFXYQILXSA-N
Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](CC(=O)OC)c3nnc(C)n3c2sc1C(NCCCCCCCCNC(COc1cccc2C(N(C3CCC(NC3=O)=O)C(c12)=O)=O)=O)=O,BRD4,dBET23,Good,10.1038/s41589-018-0055-y,C1CC(NC(C1N1C(c2ccccc2C1=O)=O)=O)=O,Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](CC(=O)OC)c3nnc(C)n3c2sc1C=O,C(CCCCNC(CO)=O)CCCN,2,84,O60885,CRBN,Q96SW2,7BQU,7BQU,"4C67,4F3I",4F3I,1000,,Degradation of BRD4 BD1/2 assessed by EGFP/mCherry reporter assay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.4,884.2718737,4.81,62,7,14,3,17,220.35,C43H45ClN8O9S,"InChI=1S/C43H45ClN8O9S/c1-23-34-36(25-13-15-26(44)16-14-25)47-28(21-33(55)60-3)38-50-49-24(2)51(38)43(34)62-37(23)40(57)46-20-9-7-5-4-6-8-19-45-32(54)22-61-30-12-10-11-27-35(30)42(59)52(41(27)58)29-17-18-31(53)48-39(29)56/h10-16,28-29H,4-9,17-22H2,1-3H3,(H,45,54)(H,46,57)(H,48,53,56)/t28-,29?/m0/s1",ZIHIUFZFPMILIG-XLTVJXRZSA-N
Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](CC(NCCOCCOCCOCCOCCOCCOCCOCCOCCOCCNC(COc3cccc4C(N(C5CCC(NC5=O)=O)C(c34)=O)=O)=O)=O)c3nnc(C)n3c2sc1C,BRD4,dBET55,Good,10.1038/s41589-018-0055-y,C1CC(NC(C1N1C(c2ccccc2C1=O)=O)=O)=O,Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](C)c3nnc(C)n3c2sc1C,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCNC(CO)=O)NC=O,1,85,O60885,CRBN,Q96SW2,7BQU,7BQU,"4C67,6YQN",6YQN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1153.706,1152.424077,1.18,80,7,21,3,37,277.12,C54H69ClN8O16S,"InChI=1S/C54H69ClN8O16S/c1-35-36(2)80-54-47(35)49(38-7-9-39(55)10-8-38)58-41(50-61-60-37(3)62(50)54)33-45(65)56-13-15-70-17-19-72-21-23-74-25-27-76-29-31-78-32-30-77-28-26-75-24-22-73-20-18-71-16-14-57-46(66)34-79-43-6-4-5-40-48(43)53(69)63(52(40)68)42-11-12-44(64)59-51(42)67/h4-10,41-42H,11-34H2,1-3H3,(H,56,65)(H,57,66)(H,59,64,67)/t41-,42?/m0/s1",RNQFFPPMHSMTAU-DYJLHVNUSA-N
Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](CC(NCCNc3cccc4C(N(C5CCC(NC5=O)=O)C(c34)=O)=O)=O)c3nnc(C)n3c2sc1C,BRD4,dBET57,Good,10.1038/s41589-018-0055-y,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](C)c3nnc(C)n3c2sc1C,CCNC=O,1,86,O60885,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,"4C67,6YQN",6YQN,500,,Degradation of BRD4 BD1 assessed by EGFP/mCherry reporter assay,,,,,95/298,EC50 of BRD4 BD1/2 was tested by TR-FRET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.193,698.1826648,3.73,49,7,11,3,8,167.75,C34H31ClN8O5S,"InChI=1S/C34H31ClN8O5S/c1-16-17(2)49-34-27(16)29(19-7-9-20(35)10-8-19)38-23(30-41-40-18(3)42(30)34)15-26(45)37-14-13-36-22-6-4-5-21-28(22)33(48)43(32(21)47)24-11-12-25(44)39-31(24)46/h4-10,23-24,36H,11-15H2,1-3H3,(H,37,45)(H,39,44,46)/t23-,24?/m0/s1",CZRLOIDJCMKJHE-UXMRNZNESA-N
Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](CC(=O)OC)c3nnc(C)n3c2sc1C(NCCCCCCCCNc1cccc2C(N(C3CCC(NC3=O)=O)C(c12)=O)=O)=O,BRD4,dBET70,Good,10.1038/s41589-018-0055-y,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](CC(=O)OC)c3nnc(C)n3c2sc1C=O,CCCCCCCCN,2,87,O60885,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,"4C67,4F3I",4F3I,5,,Degradation of BRD4 BD1/2 assessed by EGFP/mCherry reporter assay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.364,826.2663944,6.03,58,7,13,3,15,194.05,C41H43ClN8O7S,"InChI=1S/C41H43ClN8O7S/c1-22-32-34(24-13-15-25(42)16-14-24)45-28(21-31(52)57-3)36-48-47-23(2)49(36)41(32)58-35(22)38(54)44-20-9-7-5-4-6-8-19-43-27-12-10-11-26-33(27)40(56)50(39(26)55)29-17-18-30(51)46-37(29)53/h10-16,28-29,43H,4-9,17-21H2,1-3H3,(H,44,54)(H,46,51,53)/t28-,29?/m0/s1",VDRKZYYQEGSLIS-XLTVJXRZSA-N
Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](CC(=O)OC)c3nnc(C)n3c2sc1C(NCCCCCCCCNc1ccc2C(N(C3CCC(NC3=O)=O)C(c2c1)=O)=O)=O,BRD4,dBET72,Good,10.1038/s41589-018-0055-y,C1CC(NC(C1N1C(c2ccccc2C1=O)=O)=O)=O,Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](CC(=O)OC)c3nnc(C)n3c2sc1C=O,C(CCCCN)CCCN,2,88,O60885,CRBN,Q96SW2,7BQU,7BQU,"4C67,4F3I",4F3I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.364,826.2663944,5.47,58,7,13,3,15,194.05,C41H43ClN8O7S,"InChI=1S/C41H43ClN8O7S/c1-22-33-34(24-10-12-25(42)13-11-24)45-29(21-32(52)57-3)36-48-47-23(2)49(36)41(33)58-35(22)38(54)44-19-9-7-5-4-6-8-18-43-26-14-15-27-28(20-26)40(56)50(39(27)55)30-16-17-31(51)46-37(30)53/h10-15,20,29-30,43H,4-9,16-19,21H2,1-3H3,(H,44,54)(H,46,51,53)/t29-,30?/m0/s1",BKPZZGJIJWTBCV-UFXYQILXSA-N
Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](CC(NCCOc3cccc4C(N(C5CCC(NC5=O)=O)C(c34)=O)=O)=O)c3nnc(C)n3c2sc1C,BRD4,ZXH-2-42,Bad,10.1038/s41589-018-0055-y,C1CC(NC(C1N1C(c2ccccc2C1=O)=O)=O)=O,Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](C)c3nnc(C)n3c2sc1C,C(CO)NC=O,1,89,O60885,CRBN,Q96SW2,7BQU,7BQU,"4C67,6YQN",6YQN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.177,699.1666804,3.16,49,7,11,2,8,164.95,C34H30ClN7O6S,"InChI=1S/C34H30ClN7O6S/c1-16-17(2)49-34-27(16)29(19-7-9-20(35)10-8-19)37-22(30-40-39-18(3)41(30)34)15-26(44)36-13-14-48-24-6-4-5-21-28(24)33(47)42(32(21)46)23-11-12-25(43)38-31(23)45/h4-10,22-23H,11-15H2,1-3H3,(H,36,44)(H,38,43,45)/t22-,23?/m0/s1",ASQASGSYNKUUMN-NQCNTLBGSA-N
Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](CC(=O)OC)c3nnc(C)n3c2sc1C(NCCCCCCCCOc1cccc2C(N(C3CCC(NC3=O)=O)C(c12)=O)=O)=O,BRD4,ZXH-2-43,Good,10.1038/s41589-018-0055-y,C1CC(NC(C1N1C(c2ccccc2C1=O)=O)=O)=O,Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](CC(=O)OC)c3nnc(C)n3c2sc1C=O,C(CCCCO)CCCN,2,90,O60885,CRBN,Q96SW2,7BQU,7BQU,"4C67,4F3I",4F3I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.348,827.25041,5.46,58,7,13,2,15,191.25,C41H42ClN7O8S,"InChI=1S/C41H42ClN7O8S/c1-22-32-34(24-13-15-25(42)16-14-24)44-27(21-31(51)56-3)36-47-46-23(2)48(36)41(32)58-35(22)38(53)43-19-8-6-4-5-7-9-20-57-29-12-10-11-26-33(29)40(55)49(39(26)54)28-17-18-30(50)45-37(28)52/h10-16,27-28H,4-9,17-21H2,1-3H3,(H,43,53)(H,45,50,52)/t27-,28?/m0/s1",ABAGEGOOJMVYBV-MBMZGMDYSA-N
Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](CC(=O)OC)c3nnc(C)n3c2sc1C(NCCCCCCCCOc1ccc2C(N(C3CCC(NC3=O)=O)C(c2c1)=O)=O)=O,BRD4,ZXH-2-45,Good,10.1038/s41589-018-0055-y,C1CC(NC(C1N1C(c2ccc(cc2C1=O)O)=O)=O)=O,Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](CC(=O)OC)c3nnc(C)n3c2sc1C=O,CCCCCCCCN,2,91,O60885,CRBN,Q96SW2,"7BQU,7BQV",7BQV,"4C67,4F3I",4F3I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.348,827.25041,5.46,58,7,13,2,15,191.25,C41H42ClN7O8S,"InChI=1S/C41H42ClN7O8S/c1-22-33-34(24-10-12-25(42)13-11-24)44-29(21-32(51)56-3)36-47-46-23(2)48(36)41(33)58-35(22)38(53)43-18-8-6-4-5-7-9-19-57-26-14-15-27-28(20-26)40(55)49(39(27)54)30-16-17-31(50)45-37(30)52/h10-15,20,29-30H,4-9,16-19,21H2,1-3H3,(H,43,53)(H,45,50,52)/t29-,30?/m0/s1",UDTNMSOTMUSBCA-UFXYQILXSA-N
Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](CC(=O)OC)c3nnc(C)n3c2sc1C(NCCCNc1cccc2C(N(C3CCC(NC3=O)=O)C(c12)=O)=O)=O,BRD4,ZXH-2-147,Good,10.1038/s41589-018-0055-y,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](CC(=O)OC)c3nnc(C)n3c2sc1C=O,CCCN,2,92,O60885,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,"4C67,4F3I",4F3I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.229,756.1881441,3.87,53,7,13,3,10,194.05,C36H33ClN8O7S,"InChI=1S/C36H33ClN8O7S/c1-17-27-29(19-8-10-20(37)11-9-19)40-23(16-26(47)52-3)31-43-42-18(2)44(31)36(27)53-30(17)33(49)39-15-5-14-38-22-7-4-6-21-28(22)35(51)45(34(21)50)24-12-13-25(46)41-32(24)48/h4,6-11,23-24,38H,5,12-16H2,1-3H3,(H,39,49)(H,41,46,48)/t23-,24?/m0/s1",HZTKVIYQEZJMMK-UXMRNZNESA-N
Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](CC(=O)OC)c3nnc(C)n3c2sc1C(NCCCCNc1cccc2C(N(C3CCC(NC3=O)=O)C(c12)=O)=O)=O,BRD4,ZXH-2-184,Good,10.1038/s41589-018-0055-y,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](CC(=O)OC)c3nnc(C)n3c2sc1C=O,CCCCN,2,93,O60885,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,"4C67,4F3I",4F3I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.256,770.2037941,4.23,54,7,13,3,11,194.05,C37H35ClN8O7S,"InChI=1S/C37H35ClN8O7S/c1-18-28-30(20-9-11-21(38)12-10-20)41-24(17-27(48)53-3)32-44-43-19(2)45(32)37(28)54-31(18)34(50)40-16-5-4-15-39-23-8-6-7-22-29(23)36(52)46(35(22)51)25-13-14-26(47)42-33(25)49/h6-12,24-25,39H,4-5,13-17H2,1-3H3,(H,40,50)(H,42,47,49)/t24-,25?/m0/s1",FNXQNILERGJSGV-SKCDSABHSA-N
Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](CC(=O)OC)c3nnc(C)n3c2sc1C(NCCCCCNc1cccc2C(N(C3CCC(NC3=O)=O)C(c12)=O)=O)=O,BRD4,ZXH-3-26,Good,10.1038/s41589-018-0055-y,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](CC(=O)OC)c3nnc(C)n3c2sc1C=O,CCCCCN,2,94,O60885,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,"4C67,4F3I",4F3I,5,,Degradation of BRD4 BD1 assessed by EGFP/mCherry reporter assay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.283,784.2194442,4.58,55,7,13,3,12,194.05,C38H37ClN8O7S,"InChI=1S/C38H37ClN8O7S/c1-19-29-31(21-10-12-22(39)13-11-21)42-25(18-28(49)54-3)33-45-44-20(2)46(33)38(29)55-32(19)35(51)41-17-6-4-5-16-40-24-9-7-8-23-30(24)37(53)47(36(23)52)26-14-15-27(48)43-34(26)50/h7-13,25-26,40H,4-6,14-18H2,1-3H3,(H,41,51)(H,43,48,50)/t25-,26?/m0/s1",OTKOFICOCDRNDA-PMCHYTPCSA-N
CC1=C(C(C)=O)C(N(C2CCCC2)c2c1cnc(Nc1ccc(cn1)N1CCN(CC1)CC(NCCCNc1cccc3C(N(C4CCC(NC4=O)=O)C(c13)=O)=O)=O)n2)=O,CDK6,CP-1,Good,10.1021/acs.jmedchem.9b00871,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,CC1=C(C(C)=O)C(N(C2CCCC2)c2c1cnc(Nc1ccc(cn1)N1CCNCC1)n2)=O,CCCNC(C)=O,0,95,Q00534,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,2EUF,2EUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.908,817.3659928,2.42,60,8,15,4,13,220.93,C42H47N11O7,"InChI=1S/C42H47N11O7/c1-24-29-22-46-42(49-37(29)52(26-7-3-4-8-26)40(59)35(24)25(2)54)47-32-13-11-27(21-45-32)51-19-17-50(18-20-51)23-34(56)44-16-6-15-43-30-10-5-9-28-36(30)41(60)53(39(28)58)31-12-14-33(55)48-38(31)57/h5,9-11,13,21-22,26,31,43H,3-4,6-8,12,14-20,23H2,1-2H3,(H,44,56)(H,48,55,57)(H,45,46,47,49)",NRYCHTUCJBDSKM-UHFFFAOYSA-N
CC1=C(C(C)=O)C(N(C2CCCC2)c2c1cnc(Nc1ccc(cn1)N1CCN(CC1)Cc1cn(CCOCCOCCNc3cccc4C(N(C5CCC(NC5=O)=O)C(c34)=O)=O)nn1)n2)=O,CDK6,CP-2,Good,10.1021/acs.jmedchem.9b00871,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,CC1=C(C(C)=O)C(N(C2CCCC2)c2c1cnc(Nc1ccc(cn1)N1CCNCC1)n2)=O,CCOCCOCCn1cc(C)nn1,0,96,Q00534,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,2EUF,2EUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916.013,915.4140057,1.65,67,9,19,3,18,241,C46H53N13O8,"InChI=1S/C46H53N13O8/c1-28-34-25-49-46(52-41(34)58(31-6-3-4-7-31)44(64)39(28)29(2)60)50-37-12-10-32(24-48-37)56-17-15-55(16-18-56)26-30-27-57(54-53-30)19-21-67-23-22-66-20-14-47-35-9-5-8-33-40(35)45(65)59(43(33)63)36-11-13-38(61)51-42(36)62/h5,8-10,12,24-25,27,31,36,47H,3-4,6-7,11,13-23,26H2,1-2H3,(H,51,61,62)(H,48,49,50,52)",XDVXYLLJJISGPM-UHFFFAOYSA-N
CC1=C(C(C)=O)C(N(C2CCCC2)c2c1cnc(Nc1ccc(cn1)N1CCN(CC1)Cc1cn(CCOCCOCCOCCNc3cccc4C(N(C5CCC(NC5=O)=O)C(c34)=O)=O)nn1)n2)=O,CDK6,CP-3,Good,10.1021/acs.jmedchem.9b00871,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,CC1=C(C(C)=O)C(N(C2CCCC2)c2c1cnc(Nc1ccc(cn1)N1CCNCC1)n2)=O,CCOCCOCCOCCn1cc(C)nn1,0,97,Q00534,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,2EUF,2EUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960.066,959.4402204,1.5,70,9,20,3,21,250.23,C48H57N13O9,"InChI=1S/C48H57N13O9/c1-30-36-27-51-48(54-43(36)60(33-6-3-4-7-33)46(66)41(30)31(2)62)52-39-12-10-34(26-50-39)58-17-15-57(16-18-58)28-32-29-59(56-55-32)19-21-69-23-25-70-24-22-68-20-14-49-37-9-5-8-35-42(37)47(67)61(45(35)65)38-11-13-40(63)53-44(38)64/h5,8-10,12,26-27,29,33,38,49H,3-4,6-7,11,13-25,28H2,1-2H3,(H,53,63,64)(H,50,51,52,54)",GZJGPSZLUFRTMQ-UHFFFAOYSA-N
CC1=C(C(C)=O)C(N(C2CCCC2)c2c1cnc(Nc1ccc(cn1)N1CCN(CC1)Cc1cn(CCOCCOCCOCCOCCNc3cccc4C(N(C5CCC(NC5=O)=O)C(c34)=O)=O)nn1)n2)=O,CDK6,CP-4,Good,10.1021/acs.jmedchem.9b00871,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,CC1=C(C(C)=O)C(N(C2CCCC2)c2c1cnc(Nc1ccc(cn1)N1CCNCC1)n2)=O,CCOCCOCCOCCOCCn1cc(C)nn1,0,98,Q00534,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,2EUF,2EUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004.119,1003.466435,1.36,73,9,21,3,24,259.46,C50H61N13O10,"InChI=1S/C50H61N13O10/c1-32-38-29-53-50(56-45(38)62(35-6-3-4-7-35)48(68)43(32)33(2)64)54-41-12-10-36(28-52-41)60-17-15-59(16-18-60)30-34-31-61(58-57-34)19-21-71-23-25-73-27-26-72-24-22-70-20-14-51-39-9-5-8-37-44(39)49(69)63(47(37)67)40-11-13-42(65)55-46(40)66/h5,8-10,12,28-29,31,35,40,51H,3-4,6-7,11,13-27,30H2,1-2H3,(H,55,65,66)(H,52,53,54,56)",XEWFMEFFNDGBRS-UHFFFAOYSA-N
CC1=C(C(C)=O)C(N(C2CCCC2)c2c1cnc(Nc1ccc(cn1)N1CCN(CC1)CC(NCCOCCNc1cccc3C(N(C4CCC(NC4=O)=O)C(c13)=O)=O)=O)n2)=O,CDK6,CP-5,Good,10.1021/acs.jmedchem.9b00871,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,CC1=C(C(C)=O)C(N(C2CCCC2)c2c1cnc(Nc1ccc(cn1)N1CCNCC1)n2)=O,CCOCCNC(C)=O,0,99,Q00534,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,2EUF,2EUF,1.1,,Degradation of CDK6 in U251 cells after 24 h treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.934,847.3765575,1.91,62,8,16,4,15,230.16,C43H49N11O8,"InChI=1S/C43H49N11O8/c1-25-30-23-47-43(50-38(30)53(27-6-3-4-7-27)41(60)36(25)26(2)55)48-33-12-10-28(22-46-33)52-18-16-51(17-19-52)24-35(57)45-15-21-62-20-14-44-31-9-5-8-29-37(31)42(61)54(40(29)59)32-11-13-34(56)49-39(32)58/h5,8-10,12,22-23,27,32,44H,3-4,6-7,11,13-21,24H2,1-2H3,(H,45,57)(H,49,56,58)(H,46,47,48,50)",UWSFJIBFTAHYOI-UHFFFAOYSA-N
CC1=C(C(C)=O)C(N(C2CCCC2)c2c1cnc(Nc1ccc(cn1)N1CCN(CC1)CC(NCCOCCOCCNc1cccc3C(N(C4CCC(NC4=O)=O)C(c13)=O)=O)=O)n2)=O,CDK6,CP-6,Good,10.1021/acs.jmedchem.9b00871,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,CC1=C(C(C)=O)C(N(C2CCCC2)c2c1cnc(Nc1ccc(cn1)N1CCNCC1)n2)=O,CCOCCOCCNC(C)=O,0,100,Q00534,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,2EUF,2EUF,24.2,,Degradation of CDK6 in U251 cells after 24 h treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891.987,891.4027723,1.77,65,8,17,4,18,239.39,C45H53N11O9,"InChI=1S/C45H53N11O9/c1-27-32-25-49-45(52-40(32)55(29-6-3-4-7-29)43(62)38(27)28(2)57)50-35-12-10-30(24-48-35)54-18-16-53(17-19-54)26-37(59)47-15-21-65-23-22-64-20-14-46-33-9-5-8-31-39(33)44(63)56(42(31)61)34-11-13-36(58)51-41(34)60/h5,8-10,12,24-25,29,34,46H,3-4,6-7,11,13-23,26H2,1-2H3,(H,47,59)(H,51,58,60)(H,48,49,50,52)",SVMNWGPZVPEEIA-UHFFFAOYSA-N
